"index","id","label","time_start","time_end","clarity_level","youtube_id","url_id","user_id"
"9529","er1VaNkJtWY5","aiming","91","95","none","er1VaNkJtWY","272","1"
"9530","Gb4_OAOlvO81","restraining","68","88","easy","Gb4_OAOlvO8","542","1"
"9531","Gb4_OAOlvO82","restraining","178","198","easy","Gb4_OAOlvO8","542","1"
"9532","1jOJLZr7MbE1","restraining","141","158","medium","1jOJLZr7MbE","280","1"
"9533","1jOJLZr7MbE2","restraining","162","172","medium","1jOJLZr7MbE","280","1"
"9534","IxQeMfdK1Xg1","restraining","33","53","easy","IxQeMfdK1Xg","130","1"
"9535","prsbokaWrZs1","restraining","1","21","medium","prsbokaWrZs","269","1"
"9536","vu5FaFNFUYw1","restraining","25","34","easy","vu5FaFNFUYw","553","1"
"9537","yt8T9WszXp81","person_on_ground","1","5","medium","yt8T9WszXp8","239","1"
"9538","yt8T9WszXp82","person_on_ground","13","18","medium","yt8T9WszXp8","239","1"
"9539","lrgO0Xt1jYE1","restraining","0","20","easy","lrgO0Xt1jYE","510","1"
"9540","QfInbVA-JmY1","restraining","0","20","medium","QfInbVA-JmY","963","1"
"4868","udcjb2aZAvQ5","restraining","38","42","hard","udcjb2aZAvQ","32","1"
"4869","udcjb2aZAvQ6","advancing","74","79","none","udcjb2aZAvQ","32","1"
"9541","QfInbVA-JmY2","restraining","45","55","easy","QfInbVA-JmY","963","1"
"9542","DIm9aAgBU_M1","restraining","28","48","medium","DIm9aAgBU_M","213","1"
"9543","DIm9aAgBU_M2","restraining","61","66","medium","DIm9aAgBU_M","213","1"
"9544","DIm9aAgBU_M3","restraining","128","148","medium","DIm9aAgBU_M","213","1"
"9545","DIm9aAgBU_M4","restraining","165","173","easy","DIm9aAgBU_M","213","1"
"9546","DIm9aAgBU_M5","person_on_ground","219","237","easy","DIm9aAgBU_M","213","1"
"9547","DIm9aAgBU_M6","restraining","238","258","medium","DIm9aAgBU_M","213","1"
"9548","DIm9aAgBU_M7","restraining","298","307","easy","DIm9aAgBU_M","213","1"
"9549","DIm9aAgBU_M8","restraining","308","313","easy","DIm9aAgBU_M","213","1"
"9550","DIm9aAgBU_M9","restraining","377","397","medium","DIm9aAgBU_M","213","1"
"9551","6szRMp4EpRM1","restraining","14","34","easy","6szRMp4EpRM","85","1"
"9552","Feys1x9FIYY1","restraining","4","13","easy","Feys1x9FIYY","333","1"
"9553","YeBxgMyDUrY1","restraining","39","42","easy","YeBxgMyDUrY","668","1"
"9554","YeBxgMyDUrY2","restraining","44","49","easy","YeBxgMyDUrY","668","1"
"9555","YeBxgMyDUrY3","restraining","50","57","medium","YeBxgMyDUrY","668","1"
"9556","YeBxgMyDUrY4","restraining","77","83","easy","YeBxgMyDUrY","668","1"
"9557","YeBxgMyDUrY5","restraining","83","85","medium","YeBxgMyDUrY","668","1"
"9558","fGziiMn2udc1","aiming","2","11","none","fGziiMn2udc","997","1"
"9559","fGziiMn2udc2","aiming","12","18","none","fGziiMn2udc","997","1"
"9560","fGziiMn2udc3","restraining","21","30","easy","fGziiMn2udc","997","1"
"9561","fGziiMn2udc4","restraining","199","215","easy","fGziiMn2udc","997","1"
"9562","fGziiMn2udc5","restraining","252","262","easy","fGziiMn2udc","997","1"
"9564","fGziiMn2udc7","restraining","307","317","easy","fGziiMn2udc","997","1"
"9565","hT9KlVzUjj41","restraining","382","387","easy","hT9KlVzUjj4","264","1"
"10472","tuUovg5aEtk9","brawling","163","166","medium","tuUovg5aEtk","1061","2"
"9566","hT9KlVzUjj42","restraining","456","459","medium","hT9KlVzUjj4","264","1"
"9567","hT9KlVzUjj43","restraining","460","465","easy","hT9KlVzUjj4","264","1"
"9568","i4YH-souzU01","restraining","25","37","easy","i4YH-souzU0","618","1"
"9569","xo_p2XfMFVM1","restraining","17","37","medium","xo_p2XfMFVM","354","1"
"9570","xo_p2XfMFVM2","restraining","57","75","easy","xo_p2XfMFVM","354","1"
"9571","J2tfD1BKbF41","restraining","41","52","easy","J2tfD1BKbF4","223","1"
"9572","J2tfD1BKbF42","restraining","80","89","easy","J2tfD1BKbF4","223","1"
"9573","HlpX1DwEB1k1","running","31","35","bad","HlpX1DwEB1k","818","1"
"9574","HlpX1DwEB1k2","person_on_ground","38","57","easy","HlpX1DwEB1k","818","1"
"9575","HlpX1DwEB1k3","person_on_ground","71","90","medium","HlpX1DwEB1k","818","1"
"9576","HlpX1DwEB1k4","striking","84","88","none","HlpX1DwEB1k","818","1"
"9577","HlpX1DwEB1k5","running","104","108","easy","HlpX1DwEB1k","818","1"
"9578","HlpX1DwEB1k6","restraining","113","133","easy","HlpX1DwEB1k","818","1"
"9579","HlpX1DwEB1k7","person_on_ground","167","186","easy","HlpX1DwEB1k","818","1"
"9580","HlpX1DwEB1k8","person_on_ground","191","209","easy","HlpX1DwEB1k","818","1"
"9581","HlpX1DwEB1k9","person_on_ground","223","227","easy","HlpX1DwEB1k","818","1"
"9582","HlpX1DwEB1k10","person_on_ground","238","247","easy","HlpX1DwEB1k","818","1"
"9583","HlpX1DwEB1k11","person_on_ground","248","260","easy","HlpX1DwEB1k","818","1"
"9584","HlpX1DwEB1k12","person_on_ground","267","272","easy","HlpX1DwEB1k","818","1"
"9585","HlpX1DwEB1k13","aiming","266","272","none","HlpX1DwEB1k","818","1"
"9586","HlpX1DwEB1k14","person_on_ground","287","292","medium","HlpX1DwEB1k","818","1"
"1451","zPW9YU9z5gg5","striking","216","218","none","zPW9YU9z5gg","227","1"
"9587","HlpX1DwEB1k15","person_on_ground","349","364","easy","HlpX1DwEB1k","818","1"
"9588","HlpX1DwEB1k16","person_on_ground","409","424","easy","HlpX1DwEB1k","818","1"
"9589","HlpX1DwEB1k17","person_on_ground","469","483","easy","HlpX1DwEB1k","818","1"
"9590","HlpX1DwEB1k18","restraining","468","476","easy","HlpX1DwEB1k","818","1"
"9591","fNuxfwel1ZQ1","restraining","19","23","medium","fNuxfwel1ZQ","794","1"
"9592","fNuxfwel1ZQ2","restraining","46","53","easy","fNuxfwel1ZQ","794","1"
"9593","fNuxfwel1ZQ3","restraining","76","89","easy","fNuxfwel1ZQ","794","1"
"9594","fNuxfwel1ZQ4","restraining","94","101","easy","fNuxfwel1ZQ","794","1"
"9595","fNuxfwel1ZQ5","aiming","108","113","none","fNuxfwel1ZQ","794","1"
"9596","fNuxfwel1ZQ6","person_on_ground","112","114","easy","fNuxfwel1ZQ","794","1"
"9597","fNuxfwel1ZQ7","aiming","118","123","none","fNuxfwel1ZQ","794","1"
"9598","fNuxfwel1ZQ8","restraining","126","139","easy","fNuxfwel1ZQ","794","1"
"9599","fNuxfwel1ZQ9","restraining","152","160","easy","fNuxfwel1ZQ","794","1"
"9600","n92tsJnJyS81","restraining","115","121","medium","n92tsJnJyS8","131","1"
"9601","n92tsJnJyS82","restraining","173","195","bad","n92tsJnJyS8","131","1"
"9602","n92tsJnJyS83","restraining","300","308","medium","n92tsJnJyS8","131","1"
"9603","-7GaJfT-DVc1","restraining","14","17","easy","-7GaJfT-DVc","558","1"
"9604","-7GaJfT-DVc2","restraining","23","26","easy","-7GaJfT-DVc","558","1"
"9605","-7GaJfT-DVc3","restraining","31","43","easy","-7GaJfT-DVc","558","1"
"9606","-7GaJfT-DVc4","restraining","45","50","easy","-7GaJfT-DVc","558","1"
"9607","-7GaJfT-DVc5","restraining","54","57","easy","-7GaJfT-DVc","558","1"
"9608","-7GaJfT-DVc6","restraining","58","60","easy","-7GaJfT-DVc","558","1"
"9609","A2yRZW41m141","restraining","63","68","easy","A2yRZW41m14","604","1"
"9610","A2yRZW41m142","restraining","71","76","easy","A2yRZW41m14","604","1"
"9611","A2yRZW41m143","restraining","79","98","bad","A2yRZW41m14","604","1"
"4870","udcjb2aZAvQ7","advancing","90","93","none","udcjb2aZAvQ","32","1"
"4871","udcjb2aZAvQ8","advancing","99","102","none","udcjb2aZAvQ","32","1"
"9612","A2yRZW41m144","restraining","101","105","easy","A2yRZW41m14","604","1"
"9613","A2yRZW41m145","restraining","113","118","medium","A2yRZW41m14","604","1"
"9614","A2yRZW41m146","restraining","122","128","easy","A2yRZW41m14","604","1"
"9615","A2yRZW41m147","restraining","129","134","easy","A2yRZW41m14","604","1"
"9616","A2yRZW41m148","restraining","136","139","easy","A2yRZW41m14","604","1"
"9617","A2yRZW41m149","person_on_ground","141","147","easy","A2yRZW41m14","604","1"
"9618","A2yRZW41m1410","restraining","148","158","easy","A2yRZW41m14","604","1"
"9619","A2yRZW41m1411","person_on_ground","159","164","hard","A2yRZW41m14","604","1"
"9620","A2yRZW41m1412","restraining","165","175","easy","A2yRZW41m14","604","1"
"9621","A2yRZW41m1413","restraining","185","205","medium","A2yRZW41m14","604","1"
"9622","A2yRZW41m1414","person_on_ground","185","200","easy","A2yRZW41m14","604","1"
"9623","A2yRZW41m1415","restraining","193","207","bad","A2yRZW41m14","604","1"
"9624","A2yRZW41m1416","restraining","208","219","medium","A2yRZW41m14","604","1"
"9625","A2yRZW41m1417","restraining","224","234","medium","A2yRZW41m14","604","1"
"9626","A2yRZW41m1418","restraining","247","253","medium","A2yRZW41m14","604","1"
"9627","f4sH-JVGpF81","person_on_ground","133","138","easy","f4sH-JVGpF8","628","1"
"9628","f4sH-JVGpF82","person_on_ground","140","148","easy","f4sH-JVGpF8","628","1"
"9629","f4sH-JVGpF83","person_on_ground","150","158","easy","f4sH-JVGpF8","628","1"
"9630","TPrm4ZOwSCM1","restraining","46","49","easy","TPrm4ZOwSCM","249","1"
"9631","TPrm4ZOwSCM2","restraining","104","108","bad","TPrm4ZOwSCM","249","1"
"9632","TPrm4ZOwSCM3","restraining","128","138","easy","TPrm4ZOwSCM","249","1"
"9633","TPrm4ZOwSCM4","restraining","183","188","easy","TPrm4ZOwSCM","249","1"
"9634","TPrm4ZOwSCM5","restraining","198","204","easy","TPrm4ZOwSCM","249","1"
"9635","TPrm4ZOwSCM6","restraining","228","268","bad","TPrm4ZOwSCM","249","1"
"9636","TPrm4ZOwSCM7","restraining","271","281","bad","TPrm4ZOwSCM","249","1"
"9637","TPrm4ZOwSCM8","person_on_ground","335","350","easy","TPrm4ZOwSCM","249","1"
"10473","tuUovg5aEtk10","blood","178","185","medium","tuUovg5aEtk","1061","2"
"9639","4PT_t_3ZeH81","person_on_ground","0","10","easy","4PT_t_3ZeH8","132","1"
"9640","4PT_t_3ZeH82","restraining","16","35","bad","4PT_t_3ZeH8","132","1"
"9641","4PT_t_3ZeH83","restraining","95","103","easy","4PT_t_3ZeH8","132","1"
"9642","i76i4ND_n-g1","restraining","25","30","hard","i76i4ND_n-g","28","1"
"9643","zbV8hobGyIk1","restraining","203","207","medium","zbV8hobGyIk","917","1"
"9644","zbV8hobGyIk2","restraining","207","215","easy","zbV8hobGyIk","917","1"
"9645","zbV8hobGyIk3","restraining","238","242","hard","zbV8hobGyIk","917","1"
"9646","zbV8hobGyIk4","restraining","279","291","medium","zbV8hobGyIk","917","1"
"9647","ESfT4_9fjng1","restraining","7","20","medium","ESfT4_9fjng","297","1"
"9648","CkehMLIKHgs1","restraining","23","32","medium","CkehMLIKHgs","965","1"
"9649","CkehMLIKHgs2","restraining","52","59","bad","CkehMLIKHgs","965","1"
"9650","1FxirSU2iwA1","restraining","46","49","hard","1FxirSU2iwA","356","1"
"9651","sAtaQ01CmaE1","restraining","47","54","medium","sAtaQ01CmaE","313","1"
"9652","sAtaQ01CmaE2","restraining","72","80","easy","sAtaQ01CmaE","313","1"
"9653","sAtaQ01CmaE3","restraining","132","136","easy","sAtaQ01CmaE","313","1"
"9654","A_3kVUtpO4A1","restraining","36","41","medium","A_3kVUtpO4A","418","1"
"9655","k9_PEu47ANE1","restraining","136","141","medium","k9_PEu47ANE","165","1"
"9656","v8Ualv7LiEw1","restraining","209","221","bad","v8Ualv7LiEw","549","1"
"9657","v8Ualv7LiEw2","restraining","223","227","bad","v8Ualv7LiEw","549","1"
"9658","972Fb6Ws3PA1","restraining","31","38","bad","972Fb6Ws3PA","33","1"
"9659","972Fb6Ws3PA2","restraining","50","53","easy","972Fb6Ws3PA","33","1"
"9660","972Fb6Ws3PA3","restraining","55","64","easy","972Fb6Ws3PA","33","1"
"9661","972Fb6Ws3PA4","restraining","68","72","medium","972Fb6Ws3PA","33","1"
"10318","Yve9DhT8Nt44","striking","382","388","medium","Yve9DhT8Nt4","1041","2"
"9662","4hLIN5uykc01","restraining","20","30","bad","4hLIN5uykc0","71","1"
"9663","4hLIN5uykc02","restraining","44","49","medium","4hLIN5uykc0","71","1"
"9664","rTxNbIEOdA01","restraining","20","36","easy","rTxNbIEOdA0","839","1"
"9665","e8BmY2wwSAk1","restraining","107","110","bad","e8BmY2wwSAk","411","1"
"9666","e8BmY2wwSAk2","restraining","111","115","medium","e8BmY2wwSAk","411","1"
"9667","e8BmY2wwSAk3","restraining","129","132","bad","e8BmY2wwSAk","411","1"
"9668","oiEjJ9hi6Ag1","restraining","28","34","easy","oiEjJ9hi6Ag","796","1"
"9669","oiEjJ9hi6Ag2","running","35","39","medium","oiEjJ9hi6Ag","796","1"
"9670","oiEjJ9hi6Ag3","restraining","50","70","medium","oiEjJ9hi6Ag","796","1"
"9671","oiEjJ9hi6Ag4","restraining","78","83","medium","oiEjJ9hi6Ag","796","1"
"9672","oiEjJ9hi6Ag5","restraining","86","99","easy","oiEjJ9hi6Ag","796","1"
"9673","ohg6odNxzvo1","restraining","34","49","easy","ohg6odNxzvo","75","1"
"9674","O_4xnzwyg401","restraining","133","146","easy","O_4xnzwyg40","240","1"
"9675","O_4xnzwyg402","restraining","150","162","bad","O_4xnzwyg40","240","1"
"9676","O_4xnzwyg403","restraining","180","186","bad","O_4xnzwyg40","240","1"
"9677","O_4xnzwyg404","restraining","198","242","bad","O_4xnzwyg40","240","1"
"9678","O_4xnzwyg405","restraining","296","310","medium","O_4xnzwyg40","240","1"
"9679","O_4xnzwyg406","restraining","343","347","bad","O_4xnzwyg40","240","1"
"9680","O_4xnzwyg407","restraining","455","462","easy","O_4xnzwyg40","240","1"
"9681","O_4xnzwyg408","restraining","480","521","bad","O_4xnzwyg40","240","1"
"9682","wTihfyV-MRo1","restraining","54","63","easy","wTihfyV-MRo","458","1"
"9683","jlHhQXAXdiE1","restraining","54","74","easy","jlHhQXAXdiE","793","1"
"4872","udcjb2aZAvQ9","person_on_ground","112","127","hard","udcjb2aZAvQ","32","1"
"4873","udcjb2aZAvQ10","aiming","156","158","none","udcjb2aZAvQ","32","1"
"9684","3zw3-_kBSoo1","restraining","50","60","easy","3zw3-_kBSoo","570","1"
"9685","3zw3-_kBSoo2","restraining","174","194","easy","3zw3-_kBSoo","570","1"
"9686","3zw3-_kBSoo3","restraining","202","217","easy","3zw3-_kBSoo","570","1"
"9687","3zw3-_kBSoo4","restraining","658","666","easy","3zw3-_kBSoo","570","1"
"9688","e6ba_glePUg1","restraining","116","120","hard","e6ba_glePUg","360","1"
"9689","e6ba_glePUg2","restraining","129","143","hard","e6ba_glePUg","360","1"
"9690","e6ba_glePUg3","restraining","143","159","hard","e6ba_glePUg","360","1"
"9691","e6ba_glePUg4","restraining","171","176","medium","e6ba_glePUg","360","1"
"9692","e6ba_glePUg5","restraining","263","283","medium","e6ba_glePUg","360","1"
"9693","NdtANy4kKKc1","restraining","20","25","bad","NdtANy4kKKc","389","1"
"9694","NdtANy4kKKc2","person_on_ground","20","25","medium","NdtANy4kKKc","389","1"
"9695","NdtANy4kKKc3","restraining","36","41","medium","NdtANy4kKKc","389","1"
"9696","NdtANy4kKKc4","restraining","42","47","easy","NdtANy4kKKc","389","1"
"9697","NdtANy4kKKc5","restraining","65","69","easy","NdtANy4kKKc","389","1"
"9698","NdtANy4kKKc6","restraining","178","186","medium","NdtANy4kKKc","389","1"
"9699","NdtANy4kKKc7","restraining","225","230","easy","NdtANy4kKKc","389","1"
"9700","NdtANy4kKKc8","restraining","231","236","easy","NdtANy4kKKc","389","1"
"9701","NdtANy4kKKc9","restraining","268","273","bad","NdtANy4kKKc","389","1"
"9702","NdtANy4kKKc10","restraining","278","286","easy","NdtANy4kKKc","389","1"
"9703","NdtANy4kKKc11","restraining","298","312","easy","NdtANy4kKKc","389","1"
"9704","NdtANy4kKKc12","restraining","362","366","bad","NdtANy4kKKc","389","1"
"9705","NdtANy4kKKc13","restraining","394","400","bad","NdtANy4kKKc","389","1"
"9706","NdtANy4kKKc14","person_on_ground","394","400","medium","NdtANy4kKKc","389","1"
"9707","jFNBPNjunfs1","restraining","20","24","easy","jFNBPNjunfs","100","1"
"9708","jFNBPNjunfs2","restraining","27","39","easy","jFNBPNjunfs","100","1"
"9709","jFNBPNjunfs3","restraining","45","50","bad","jFNBPNjunfs","100","1"
"9710","E5GLs0GE8yk1","restraining","207","221","easy","E5GLs0GE8yk","936","1"
"9711","E5GLs0GE8yk2","restraining","475","479","bad","E5GLs0GE8yk","936","1"
"10474","tuUovg5aEtk11","person on ground","177","184","easy","tuUovg5aEtk","1061","2"
"9712","E5GLs0GE8yk3","restraining","491","495","bad","E5GLs0GE8yk","936","1"
"9713","1rAGgo701ds1","restraining","6","15","easy","1rAGgo701ds","548","1"
"9715","z8zPUswGFR82","restraining","67","71","easy","z8zPUswGFR8","913","1"
"9716","StW85ZuZU0w1","person_on_ground","110","114","easy","StW85ZuZU0w","666","1"
"9717","StW85ZuZU0w2","aiming","358","360","none","StW85ZuZU0w","666","1"
"9718","StW85ZuZU0w3","aiming","361","363","none","StW85ZuZU0w","666","1"
"9719","StW85ZuZU0w4","aiming","364","367","none","StW85ZuZU0w","666","1"
"9720","StW85ZuZU0w5","aiming","406","408","none","StW85ZuZU0w","666","1"
"9721","StW85ZuZU0w6","aiming","409","411","none","StW85ZuZU0w","666","1"
"9722","StW85ZuZU0w7","aiming","412","414","none","StW85ZuZU0w","666","1"
"9723","StW85ZuZU0w8","person_on_ground","438","444","easy","StW85ZuZU0w","666","1"
"9724","_qMTqexmmps1","restraining","31","50","medium","_qMTqexmmps","892","1"
"9725","o8ku0nmpAt01","person_on_ground","14","23","easy","o8ku0nmpAt0","494","1"
"9726","o8ku0nmpAt02","restraining","23","34","easy","o8ku0nmpAt0","494","1"
"9727","7ANgDlbH4Nw1","restraining","82","95","easy","7ANgDlbH4Nw","2","1"
"9728","7ANgDlbH4Nw2","restraining","107","110","bad","7ANgDlbH4Nw","2","1"
"9729","7ANgDlbH4Nw3","restraining","248","268","bad","7ANgDlbH4Nw","2","1"
"9730","7ANgDlbH4Nw4","running","402","426","medium","7ANgDlbH4Nw","2","1"
"9731","7ANgDlbH4Nw5","running","448","453","medium","7ANgDlbH4Nw","2","1"
"9732","Bq_cbyteCjQ1","restraining","10","16","medium","Bq_cbyteCjQ","488","1"
"9733","Bq_cbyteCjQ2","restraining","44","50","bad","Bq_cbyteCjQ","488","1"
"9734","Bq_cbyteCjQ3","restraining","51","61","bad","Bq_cbyteCjQ","488","1"
"9735","6UxPIHLHWV81","restraining","3","12","medium","6UxPIHLHWV8","534","1"
"9736","6UxPIHLHWV82","restraining","45","58","medium","6UxPIHLHWV8","534","1"
"9737","yQ3WArPHl881","restraining","14","21","medium","yQ3WArPHl88","623","1"
"9738","YnJzcw7IsqI1","restraining","49","59","medium","YnJzcw7IsqI","724","1"
"9739","YnJzcw7IsqI2","restraining","78","85","easy","YnJzcw7IsqI","724","1"
"9740","YnJzcw7IsqI3","restraining","95","110","bad","YnJzcw7IsqI","724","1"
"9741","L33qTGXKdD81","restraining","27","43","easy","L33qTGXKdD8","657","1"
"9742","L33qTGXKdD82","restraining","55","93","bad","L33qTGXKdD8","657","1"
"9743","iHhKJdOHhM41","restraining","3","17","bad","iHhKJdOHhM4","457","1"
"9744","iHhKJdOHhM42","restraining","19","31","bad","iHhKJdOHhM4","457","1"
"9745","H39VCgLVl501","restraining","2","22","easy","H39VCgLVl50","25","1"
"9746","H39VCgLVl502","restraining","141","158","easy","H39VCgLVl50","25","1"
"9747","2FJvdooZM4U1","restraining","6","10","easy","2FJvdooZM4U","716","1"
"9748","2FJvdooZM4U2","restraining","11","14","bad","2FJvdooZM4U","716","1"
"9749","-1eB1Obn-zQ1","restraining","123","129","bad","-1eB1Obn-zQ","703","1"
"9750","-1eB1Obn-zQ2","restraining","162","172","bad","-1eB1Obn-zQ","703","1"
"9751","rM2LTcyS63M1","restraining","76","84","easy","rM2LTcyS63M","274","1"
"9752","CaSiV1TY2fQ1","restraining","52","59","bad","CaSiV1TY2fQ","474","1"
"9753","_y4j1Sn8WiA1","restraining","80","89","medium","_y4j1Sn8WiA","684","1"
"9754","_y4j1Sn8WiA2","person_on_ground","126","133","easy","_y4j1Sn8WiA","684","1"
"9755","_y4j1Sn8WiA3","restraining","138","144","bad","_y4j1Sn8WiA","684","1"
"9756","_y4j1Sn8WiA4","person_on_ground","144","150","easy","_y4j1Sn8WiA","684","1"
"4874","udcjb2aZAvQ11","advancing","170","176","none","udcjb2aZAvQ","32","1"
"9757","_y4j1Sn8WiA5","restraining","150","175","bad","_y4j1Sn8WiA","684","1"
"9758","_y4j1Sn8WiA6","restraining","213","223","medium","_y4j1Sn8WiA","684","1"
"9759","_y4j1Sn8WiA7","person_on_ground","246","263","easy","_y4j1Sn8WiA","684","1"
"9760","_y4j1Sn8WiA8","restraining","292","299","medium","_y4j1Sn8WiA","684","1"
"9761","_y4j1Sn8WiA9","restraining","343","351","medium","_y4j1Sn8WiA","684","1"
"9762","_y4j1Sn8WiA10","restraining","362","401","bad","_y4j1Sn8WiA","684","1"
"9763","vm-diF4SD4Q1","restraining","602","644","bad","vm-diF4SD4Q","262","1"
"9764","vm-diF4SD4Q2","restraining","645","655","easy","vm-diF4SD4Q","262","1"
"9765","vm-diF4SD4Q3","restraining","666","671","easy","vm-diF4SD4Q","262","1"
"9766","vm-diF4SD4Q4","restraining","705","721","bad","vm-diF4SD4Q","262","1"
"9767","vm-diF4SD4Q5","restraining","724","729","bad","vm-diF4SD4Q","262","1"
"9768","vm-diF4SD4Q6","restraining","752","760","easy","vm-diF4SD4Q","262","1"
"9769","vm-diF4SD4Q7","restraining","830","879","bad","vm-diF4SD4Q","262","1"
"9770","vm-diF4SD4Q8","restraining","881","889","bad","vm-diF4SD4Q","262","1"
"9771","vm-diF4SD4Q9","restraining","919","923","easy","vm-diF4SD4Q","262","1"
"9772","vm-diF4SD4Q10","restraining","978","982","bad","vm-diF4SD4Q","262","1"
"9773","vm-diF4SD4Q11","restraining","1007","1011","bad","vm-diF4SD4Q","262","1"
"9774","vm-diF4SD4Q12","restraining","1101","1121","bad","vm-diF4SD4Q","262","1"
"9775","vm-diF4SD4Q13","restraining","1144","1155","bad","vm-diF4SD4Q","262","1"
"9776","vm-diF4SD4Q14","person_on_ground","1202","1212","easy","vm-diF4SD4Q","262","1"
"9777","vm-diF4SD4Q15","restraining","1302","1334","bad","vm-diF4SD4Q","262","1"
"9778","vm-diF4SD4Q16","person_on_ground","1399","1412","easy","vm-diF4SD4Q","262","1"
"9779","vm-diF4SD4Q17","restraining","1423","1483","bad","vm-diF4SD4Q","262","1"
"9780","vm-diF4SD4Q18","restraining","1504","1509","easy","vm-diF4SD4Q","262","1"
"9781","vm-diF4SD4Q19","restraining","1659","1671","medium","vm-diF4SD4Q","262","1"
"9782","vm-diF4SD4Q20","restraining","1763","1770","easy","vm-diF4SD4Q","262","1"
"9783","vm-diF4SD4Q21","striking","1780","1784","none","vm-diF4SD4Q","262","1"
"9784","vm-diF4SD4Q22","striking","2120","2122","none","vm-diF4SD4Q","262","1"
"9785","vm-diF4SD4Q23","restraining","2339","2359","easy","vm-diF4SD4Q","262","1"
"9786","vm-diF4SD4Q24","restraining","2546","2554","bad","vm-diF4SD4Q","262","1"
"9787","Mtom4cB-upk1","aiming","20","22","none","Mtom4cB-upk","290","1"
"10475","tuUovg5aEtk12","person on ground","186","189","medium","tuUovg5aEtk","1061","2"
"9788","Mtom4cB-upk2","restraining","48","58","medium","Mtom4cB-upk","290","1"
"9789","Mtom4cB-upk3","restraining","146","149","bad","Mtom4cB-upk","290","1"
"9790","Mtom4cB-upk4","restraining","171","177","bad","Mtom4cB-upk","290","1"
"9792","oW_vIniyG_U1","person_on_ground","34","49","easy","oW_vIniyG_U","934","1"
"1","4pRPc04xoEo1","crowd","0","12","none","4pRPc04xoEo","400","1"
"2","4pRPc04xoEo2","spray","12","18","hard","4pRPc04xoEo","400","1"
"3","4pRPc04xoEo3","running","12","21","hard","4pRPc04xoEo","400","1"
"4","4pRPc04xoEo4","crowd","34","44","none","4pRPc04xoEo","400","1"
"5","4pRPc04xoEo5","crowd","66","71","none","4pRPc04xoEo","400","1"
"9793","oW_vIniyG_U2","restraining","112","120","easy","oW_vIniyG_U","934","1"
"9794","oW_vIniyG_U3","restraining","171","178","easy","oW_vIniyG_U","934","1"
"9795","oW_vIniyG_U4","restraining","210","220","easy","oW_vIniyG_U","934","1"
"9796","oW_vIniyG_U5","restraining","229","245","easy","oW_vIniyG_U","934","1"
"9797","oW_vIniyG_U6","person_on_ground","250","266","easy","oW_vIniyG_U","934","1"
"9798","_1yGAxUY5VI1","restraining","691","697","bad","_1yGAxUY5VI","13","1"
"9799","_1yGAxUY5VI2","restraining","741","751","bad","_1yGAxUY5VI","13","1"
"9800","-bZCis-mFI01","person_on_ground","21","31","easy","-bZCis-mFI0","903","1"
"9801","-bZCis-mFI02","restraining","32","49","easy","-bZCis-mFI0","903","1"
"9802","uVyLJ4uNixE1","person_on_ground","63","70","easy","uVyLJ4uNixE","812","1"
"9803","uVyLJ4uNixE2","restraining","89","111","easy","uVyLJ4uNixE","812","1"
"9804","uVyLJ4uNixE3","person_on_ground","91","99","easy","uVyLJ4uNixE","812","1"
"9805","uVyLJ4uNixE4","restraining","99","120","bad","uVyLJ4uNixE","812","1"
"9806","uVyLJ4uNixE5","restraining","127","142","easy","uVyLJ4uNixE","812","1"
"9807","bAnTIl4gkM41","restraining","67","74","easy","bAnTIl4gkM4","669","1"
"9808","bAnTIl4gkM42","person_on_ground","116","128","easy","bAnTIl4gkM4","669","1"
"9809","B8gckAw8UgU1","person_on_ground","48","51","easy","B8gckAw8UgU","929","1"
"9810","NCABSKbG4981","person_on_ground","110","116","easy","NCABSKbG498","495","1"
"9811","NCABSKbG4982","person_on_ground","117","123","easy","NCABSKbG498","495","1"
"9812","NCABSKbG4983","person_on_ground","125","136","easy","NCABSKbG498","495","1"
"9813","NCABSKbG4984","person_on_ground","138","145","easy","NCABSKbG498","495","1"
"9814","NCABSKbG4985","person_on_ground","175","188","easy","NCABSKbG498","495","1"
"9894","RoIUcvfDzi856","aiming","1087","1090","none","RoIUcvfDzi8","1011","1"
"9815","NCABSKbG4986","person_on_ground","190","202","easy","NCABSKbG498","495","1"
"9816","NCABSKbG4987","person_on_ground","204","209","easy","NCABSKbG498","495","1"
"9817","NCABSKbG4988","person_on_ground","211","215","bad","NCABSKbG498","495","1"
"9818","iUicAV4-VwI1","person_on_ground","80","85","easy","iUicAV4-VwI","535","1"
"9819","iUicAV4-VwI2","restraining","80","84","bad","iUicAV4-VwI","535","1"
"9820","2lWSePOlEcY1","person_on_ground","33","44","bad","2lWSePOlEcY","538","1"
"9821","2lWSePOlEcY2","restraining","33","44","bad","2lWSePOlEcY","538","1"
"9822","2lWSePOlEcY3","person_on_ground","45","49","bad","2lWSePOlEcY","538","1"
"9823","2lWSePOlEcY4","restraining","45","49","bad","2lWSePOlEcY","538","1"
"9824","sxm5ZZWxIfc1","person_on_ground","9","11","bad","sxm5ZZWxIfc","520","1"
"9825","U2cU2_SCP701","restraining","161","169","easy","U2cU2_SCP70","861","1"
"9826","U2cU2_SCP702","restraining","217","224","bad","U2cU2_SCP70","861","1"
"4875","udcjb2aZAvQ12","running","220","224","medium","udcjb2aZAvQ","32","1"
