label,youtube_id,time_start,time_end,split,clarity_level,bad_egg
spray,19TubdU6Ep02,31,34,train,,False
spray,GEwF_me4Qrk1,32,36,train,,False
spray,GEwF_me4Qrk2,41,45,train,,False
spray,ZDJYn1IwuRY1,36,41,train,,False
spray,ZDJYn1IwuRY2,43,46,train,,False
spray,pQsOhKPSOSs1,45,48,train,,False
spray,pQsOhKPSOSs2,53,56,train,,False
spray,3IhtkPBA9tE1,55,58,train,,False
spray,3IhtkPBA9tE2,59,65,train,,False
spray,3IhtkPBA9tE3,99,103,train,,False
spray,3IhtkPBA9tE4,135,136,train,,False
spray,3IhtkPBA9tE5,138,142,train,,False
spray,3IhtkPBA9tE6,168,172,train,,False
spray,3IhtkPBA9tE7,173,175,train,,False
spray,TRcsYhWs6q41,22,27,train,,False
spray,TRcsYhWs6q42,115,118,train,,False
spray,TRcsYhWs6q43,120,124,train,,False
spray,TRcsYhWs6q44,128,144,train,,False
spray,TRcsYhWs6q45,160,165,train,,False
spray,TRcsYhWs6q46,172,176,train,,False
spray,TRcsYhWs6q47,177,188,train,,False
spray,TRcsYhWs6q48,196,200,train,,False
spray,TRcsYhWs6q49,207,211,train,,False
spray,TRcsYhWs6q410,213,215,train,,False
spray,TRcsYhWs6q411,216,225,train,,False
spray,gJuOJfbVlLU1,26,29,train,,False
spray,gJuOJfbVlLU2,77,81,train,,False
spray,gJuOJfbVlLU3,168,170,train,,False
spray,6oK1d_tBp9Q1,60,64,train,,False
spray,6oK1d_tBp9Q2,65,68,train,,False
spray,6oK1d_tBp9Q4,120,122,train,,False
spray,6oK1d_tBp9Q5,198,200,train,,False
spray,6oK1d_tBp9Q6,204,207,train,,False
spray,6oK1d_tBp9Q7,247,251,train,,False
spray,6oK1d_tBp9Q8,252,254,train,,False
spray,6oK1d_tBp9Q9,256,258,train,,False
spray,6oK1d_tBp9Q10,376,379,train,,False
spray,6oK1d_tBp9Q11,380,385,train,,False
spray,6oK1d_tBp9Q12,549,551,train,,False
spray,6oK1d_tBp9Q13,553,555,train,,False
spray,6oK1d_tBp9Q14,610,614,train,,False
spray,6oK1d_tBp9Q15,616,631,train,,False
spray,6oK1d_tBp9Q16,640,642,train,,False
spray,6oK1d_tBp9Q17,643,647,train,,False
spray,6oK1d_tBp9Q18,660,670,train,,False
spray,6oK1d_tBp9Q19,672,682,train,,False
spray,6oK1d_tBp9Q20,728,729,train,,False
spray,6oK1d_tBp9Q21,896,902,train,,False
spray,6oK1d_tBp9Q22,913,918,train,,False
spray,6oK1d_tBp9Q23,919,930,train,,False
spray,6oK1d_tBp9Q24,1068,1077,train,,False
spray,6oK1d_tBp9Q25,1102,1106,train,,False
spray,6oK1d_tBp9Q26,1112,1117,train,,False
spray,6oK1d_tBp9Q27,1137,1140,train,,False
spray,6oK1d_tBp9Q28,1189,1193,train,,False
spray,6oK1d_tBp9Q29,1228,1234,train,,False
spray,6oK1d_tBp9Q30,1235,1240,train,,False
spray,6oK1d_tBp9Q31,1288,1299,train,,False
aiming,6oK1d_tBp9Q32,1360,1364,train,,False
aiming,6oK1d_tBp9Q33,1365,1368,train,,False
spray,6oK1d_tBp9Q34,1506,1508,train,,False
spray,6oK1d_tBp9Q35,1511,1515,train,,False
spray,6oK1d_tBp9Q36,1516,1521,train,,False
spray,R9wLouleJiU1,10,14,train,,False
spray,R9wLouleJiU2,56,58,train,,False
spray,R9wLouleJiU3,60,65,train,,False
spray,R9wLouleJiU4,69,71,train,,False
spray,R9wLouleJiU5,74,76,train,,False
spray,R9wLouleJiU6,79,83,train,,False
spray,R9wLouleJiU7,137,141,train,,False
spray,R9wLouleJiU8,143,145,train,,False
spray,R9wLouleJiU9,147,150,train,,False
spray,R9wLouleJiU10,175,176,train,,False
spray,R9wLouleJiU11,189,195,train,,False
spray,R9wLouleJiU12,201,207,train,,False
spray,R9wLouleJiU13,254,255,train,,False
spray,R9wLouleJiU14,256,257,train,,False
spray,R9wLouleJiU15,259,263,train,,False
spray,R9wLouleJiU16,265,267,train,,False
spray,R9wLouleJiU17,319,321,train,,False
spray,R9wLouleJiU18,322,324,train,,False
spray,R9wLouleJiU19,326,338,train,,False
spray,l4yIEs7j_Ks1,19,21,train,,False
running,l4yIEs7j_Ks2,24,29,train,medium,False
person_on_ground,l4yIEs7j_Ks3,29,39,train,easy,False
striking,l4yIEs7j_Ks4,44,72,train,,False
striking,l4yIEs7j_Ks5,80,100,train,,False
striking,l4yIEs7j_Ks6,141,159,train,,False
person_on_ground,l4yIEs7j_Ks7,172,188,train,medium,False
spray,l4yIEs7j_Ks8,198,201,train,,False
running,l4yIEs7j_Ks9,204,209,train,medium,False
person_on_ground,l4yIEs7j_Ks10,209,218,train,easy,False
running,l4yIEs7j_Ks11,218,222,train,medium,False
striking,l4yIEs7j_Ks12,221,244,train,,False
running,l4yIEs7j_Ks13,244,251,train,medium,False
striking,l4yIEs7j_Ks14,251,276,train,,False
running,l4yIEs7j_Ks15,298,301,train,,True
striking,l4yIEs7j_Ks16,301,320,train,,False
person_on_ground,l4yIEs7j_Ks17,323,338,train,medium,False
spray,tbWN-znmOYk1,44,45,train,,False
spray,tbWN-znmOYk2,46,48,train,,False
person_on_ground,tbWN-znmOYk3,165,167,train,easy,False
spray,FKB-MbMvK5E1,104,106,train,,False
person_on_ground,FKB-MbMvK5E2,132,152,train,easy,False
running,FKB-MbMvK5E3,161,164,train,medium,False
striking,FKB-MbMvK5E4,164,167,train,,False
striking,FKB-MbMvK5E5,183,209,train,,False
striking,FKB-MbMvK5E6,228,248,train,,False
running,FKB-MbMvK5E7,272,279,train,easy,False
running,FKB-MbMvK5E8,375,381,train,easy,False
striking,FKB-MbMvK5E9,381,402,train,,False
striking,FKB-MbMvK5E10,405,411,train,,False
striking,FKB-MbMvK5E11,420,427,train,,False
person_on_ground,FKB-MbMvK5E12,469,473,train,medium,False
person_on_ground,FKB-MbMvK5E13,490,505,train,medium,False
spray,FKB-MbMvK5E14,600,602,train,,False
running,FKB-MbMvK5E15,608,612,train,medium,False
person_on_ground,FKB-MbMvK5E16,614,634,train,medium,False
striking,FKB-MbMvK5E17,641,670,train,,False
running,FKB-MbMvK5E18,671,679,train,medium,False
striking,FKB-MbMvK5E19,678,698,train,,False
running,FKB-MbMvK5E20,710,714,train,medium,False
striking,FKB-MbMvK5E21,761,765,train,,False
striking,FKB-MbMvK5E22,767,774,train,,False
striking,FKB-MbMvK5E23,794,797,train,,False
striking,FKB-MbMvK5E24,801,804,train,,False
striking,FKB-MbMvK5E25,816,818,train,,False
person_on_ground,FKB-MbMvK5E26,921,929,train,medium,False
spray,OHC2RIM74zY1,9,11,train,,False
person_on_ground,OHC2RIM74zY2,35,43,train,easy,False
person_on_ground,OHC2RIM74zY3,50,65,train,easy,False
striking,OHC2RIM74zY4,93,111,train,,False
striking,OHC2RIM74zY5,115,123,train,,False
striking,OHC2RIM74zY6,132,142,train,,False
striking,OHC2RIM74zY7,221,229,train,,False
striking,OHC2RIM74zY8,230,235,train,,False
striking,OHC2RIM74zY9,236,244,train,,False
person_on_ground,OHC2RIM74zY10,320,335,train,medium,False
spray,6G6yx1cWi3g1,47,51,train,,False
person_on_ground,6G6yx1cWi3g2,62,72,train,easy,False
striking,6G6yx1cWi3g3,74,83,train,,False
striking,6G6yx1cWi3g4,113,118,train,,False
striking,6G6yx1cWi3g5,119,122,train,,False
person_on_ground,6G6yx1cWi3g6,135,150,train,easy,False
spray,pr66yXsUhzc1,740,742,train,,False
spray,pr66yXsUhzc2,761,763,train,,False
spray,JK904G0txhs1,41,53,train,,False
spray,JK904G0txhs2,58,67,train,,False
spray,mJxFNX67EAE1,155,159,train,,False
spray,mJxFNX67EAE2,231,233,train,,False
spray,mJxFNX67EAE3,343,346,train,,False
spray,mJxFNX67EAE4,400,403,train,,False
spray,mJxFNX67EAE5,473,477,train,,False
spray,mJxFNX67EAE6,499,503,train,,False
spray,mJxFNX67EAE7,584,586,train,,False
spray,H9aLCILyPD81,68,75,train,,False
spray,H9aLCILyPD82,188,192,train,,False
spray,H9aLCILyPD83,231,234,train,,False
spray,H9aLCILyPD84,290,294,train,,False
spray,H9aLCILyPD85,308,312,train,,False
spray,H9aLCILyPD86,378,381,train,,False
spray,H9aLCILyPD87,404,406,train,,False
spray,H9aLCILyPD88,524,527,train,,False
spray,H9aLCILyPD89,545,547,train,,False
spray,H9aLCILyPD810,560,562,train,,False
spray,H9aLCILyPD811,564,566,train,,False
spray,H9aLCILyPD812,685,689,train,,False
aiming,H9aLCILyPD813,99,102,train,,False
spray,H9aLCILyPD814,727,729,train,,False
spray,H9aLCILyPD815,757,759,train,,False
spray,H9aLCILyPD816,773,775,train,,False
spray,H9aLCILyPD817,968,973,train,,False
spray,XHAOP4rgZPo1,14,17,train,,False
spray,waukymvbrDs1,11,13,train,,False
striking,waukymvbrDs2,39,42,train,,False
restraining,waukymvbrDs3,72,81,train,medium,False
spray,Z-OUi4Eac601,57,59,train,,False
spray,Z-OUi4Eac602,62,64,train,,False
spray,g_aXWrHcfJQ1,98,100,train,,False
spray,g_aXWrHcfJQ2,438,439,train,,False
spray,g_aXWrHcfJQ3,473,475,train,,False
spray,g_aXWrHcfJQ4,477,478,train,,False
spray,zo04krhijT81,105,108,train,,False
spray,DGGIIsXd35U1,80,82,train,,False
spray,VknNpMyCs801,78,81,train,,False
spray,VknNpMyCs802,109,112,train,,False
spray,e4tdGmzFA5I1,34,38,train,,False
spray,e4tdGmzFA5I2,56,59,train,,False
spray,e4tdGmzFA5I3,87,90,train,,False
spray,LNZD3Gy-NtM1,7,8,train,,False
spray,Hssexs2YvIA1,90,101,train,,False
spray,Hssexs2YvIA2,150,161,train,,False
throwing,hT_iW_x_hlw1,2,4,train,,False
throwing,hT_iW_x_hlw2,5,7,train,,False
spray,hT_iW_x_hlw3,16,17,train,,False
spray,hT_iW_x_hlw4,18,20,train,,False
spray,hT_iW_x_hlw5,22,25,train,,False
spray,hT_iW_x_hlw6,28,33,train,,False
throwing,hT_iW_x_hlw7,50,52,train,,False
spray,FU14dk-5RK81,21,28,train,,False
person_on_ground,FU14dk-5RK82,54,57,train,easy,False
restraining,FU14dk-5RK83,53,57,train,medium,False
restraining,FU14dk-5RK84,66,70,train,easy,False
spray,FU14dk-5RK85,58,65,train,,False
advancing,FU14dk-5RK86,101,106,train,,False
restraining,FU14dk-5RK87,107,110,train,medium,False
person_on_ground,FU14dk-5RK88,107,110,train,easy,False
restraining,FU14dk-5RK89,111,118,train,easy,False
throwing,LMcS_sbrdiE1,1,3,train,,False
spray,LMcS_sbrdiE2,7,9,train,,False
running,LMcS_sbrdiE3,12,15,train,,True
spray,LMcS_sbrdiE4,23,27,train,,False
spray,889jhetmWaE1,1,4,train,,False
throwing,889jhetmWaE2,10,12,train,,False
restraining,889jhetmWaE3,55,59,train,,True
spray,oFPlpFIwZ0c1,0,3,train,,False
person_on_ground,oFPlpFIwZ0c2,2,6,train,medium,False
spray,oFPlpFIwZ0c3,8,10,train,,False
spray,oFPlpFIwZ0c4,11,14,train,,False
spray,oFPlpFIwZ0c5,15,20,train,,False
spray,oFPlpFIwZ0c6,24,27,train,,False
spray,oFPlpFIwZ0c7,28,30,train,,False
spray,oFPlpFIwZ0c8,32,34,train,,False
spray,oFPlpFIwZ0c9,36,39,train,,False
spray,oFPlpFIwZ0c10,40,43,train,,False
spray,oFPlpFIwZ0c11,43,45,train,,False
brawling,oFPlpFIwZ0c12,51,56,train,,False
spray,50WXYd9RXJQ1,0,3,train,,False
spray,50WXYd9RXJQ2,4,7,train,,False
spray,50WXYd9RXJQ3,8,10,train,,False
spray,50WXYd9RXJQ4,12,17,train,,False
spray,50WXYd9RXJQ5,20,24,train,,False
spray,50WXYd9RXJQ6,26,31,train,,False
spray,50WXYd9RXJQ7,33,52,train,,False
spray,50WXYd9RXJQ8,53,57,train,,False
spray,50WXYd9RXJQ9,58,65,train,,False
spray,50WXYd9RXJQ10,66,72,train,,False
spray,50WXYd9RXJQ11,73,78,train,,False
spray,50WXYd9RXJQ12,79,96,train,,False
spray,WYWXmE4lRtQ1,13,16,train,,False
spray,WYWXmE4lRtQ2,23,29,train,,False
spray,WYWXmE4lRtQ3,30,35,train,,False
throwing,WYWXmE4lRtQ4,36,37,train,,False
throwing,WYWXmE4lRtQ5,38,39,train,,False
throwing,WYWXmE4lRtQ6,39,41,train,,False
throwing,WYWXmE4lRtQ7,49,54,train,,False
spray,WYWXmE4lRtQ8,55,59,train,,False
spray,WYWXmE4lRtQ9,60,65,train,,False
throwing,WYWXmE4lRtQ10,60,64,train,,False
throwing,WYWXmE4lRtQ11,66,70,train,,False
spray,WYWXmE4lRtQ12,68,71,train,,False
spray,G_cz5WWKjV01,0,4,train,,False
spray,G_cz5WWKjV02,5,8,train,,False
spray,G_cz5WWKjV03,11,13,train,,False
spray,G_cz5WWKjV04,20,23,train,,False
spray,G_cz5WWKjV05,24,27,train,,False
advancing,G_cz5WWKjV06,28,31,train,,False
person_on_ground,G_cz5WWKjV07,39,42,train,,True
person_on_ground,G_cz5WWKjV08,44,47,train,,True
person_on_ground,G_cz5WWKjV09,48,52,train,,True
restraining,G_cz5WWKjV010,48,52,train,,True
person_on_ground,G_cz5WWKjV011,53,55,train,,True
restraining,G_cz5WWKjV012,53,55,train,,True
spray,G_cz5WWKjV013,72,76,train,,False
throwing,G_cz5WWKjV014,84,86,train,,False
spray,G_cz5WWKjV015,87,90,train,,False
spray,G_cz5WWKjV016,91,95,train,,False
advancing,sZ5WODF9utg1,0,5,train,,False
spray,sZ5WODF9utg2,46,54,train,,False
throwing,sZ5WODF9utg4,50,52,train,,False
throwing,sZ5WODF9utg5,57,59,train,,False
spray,sZ5WODF9utg6,70,72,train,,False
spray,sZ5WODF9utg7,78,80,train,,False
throwing,sZ5WODF9utg8,98,100,train,,False
spray,sZ5WODF9utg9,52,54,train,,False
spray,sZ5WODF9utg10,120,137,train,,False
spray,sZ5WODF9utg11,156,172,train,,False
throwing,sZ5WODF9utg12,167,169,train,,False
advancing,sZ5WODF9utg13,174,177,train,,False
advancing,sZ5WODF9utg14,174,187,train,,False
spray,FhyhKoCyZF41,0,3,train,,False
spray,FhyhKoCyZF42,5,10,train,,False
spray,FhyhKoCyZF43,11,17,train,,False
spray,FhyhKoCyZF44,18,19,train,,False
spray,FhyhKoCyZF45,19,21,train,,False
spray,FhyhKoCyZF46,37,38,train,,False
spray,FhyhKoCyZF47,43,46,train,,False
spray,FhyhKoCyZF48,55,58,train,,False
spray,v8CCE3tSTu01,3,6,train,,False
spray,v8CCE3tSTu02,7,9,train,,False
spray,v8CCE3tSTu03,10,11,train,,False
spray,v8CCE3tSTu04,12,16,train,,False
spray,v8CCE3tSTu05,17,19,train,,False
spray,v8CCE3tSTu06,19,23,train,,False
spray,v8CCE3tSTu07,24,28,train,,False
spray,v8CCE3tSTu08,30,34,train,,False
spray,v8CCE3tSTu010,89,91,train,,False
spray,v8CCE3tSTu011,92,94,train,,False
throwing,SqIbveBhdgM1,0,2,train,,False
spray,SqIbveBhdgM2,3,11,train,,False
spray,SqIbveBhdgM3,12,15,train,,False
throwing,SqIbveBhdgM4,17,20,train,,False
spray,kmvutmbUu4o1,5,8,train,,False
throwing,kmvutmbUu4o2,6,7,train,,False
spray,kmvutmbUu4o3,9,12,train,,False
throwing,kmvutmbUu4o4,9,11,train,,False
spray,kmvutmbUu4o5,13,15,train,,False
spray,kmvutmbUu4o6,20,24,train,,False
spray,kmvutmbUu4o7,24,27,train,,False
spray,kmvutmbUu4o8,43,45,train,,False
spray,kmvutmbUu4o9,87,89,train,,False
spray,kmvutmbUu4o10,90,91,train,,False
running,kmvutmbUu4o11,90,92,train,hard,False
spray,kmvutmbUu4o12,93,98,train,,False
spray,kmvutmbUu4o13,100,109,train,,False
running,kmvutmbUu4o14,106,109,train,hard,False
spray,kmvutmbUu4o15,133,140,train,,False
advancing,kmvutmbUu4o16,141,146,train,,False
advancing,kmvutmbUu4o17,157,158,train,,False
spray,kmvutmbUu4o18,162,176,train,,False
advancing,kmvutmbUu4o19,202,206,train,,False
spray,kmvutmbUu4o20,208,212,train,,False
advancing,kmvutmbUu4o21,208,212,train,,False
spray,kmvutmbUu4o22,225,229,train,,False
spray,kmvutmbUu4o23,232,234,train,,False
spray,kmvutmbUu4o24,235,237,train,,False
throwing,kmvutmbUu4o25,238,239,train,,False
spray,kmvutmbUu4o26,242,254,train,,False
spray,kmvutmbUu4o27,256,257,train,,False
aiming,s2tGlKF4P0M1,5,8,train,,False
spray,s2tGlKF4P0M2,10,12,train,,False
spray,s2tGlKF4P0M3,17,18,train,,False
crowd,s2tGlKF4P0M4,42,44,train,,False
crowd,s2tGlKF4P0M5,45,48,train,,False
spray,dKWgDmGUwqg1,0,5,train,,False
person_on_ground,dKWgDmGUwqg2,2,5,train,,True
spray,dKWgDmGUwqg3,6,9,train,,False
spray,dKWgDmGUwqg4,10,14,train,,False
spray,dKWgDmGUwqg5,16,20,train,,False
person_on_ground,dKWgDmGUwqg6,16,20,train,,True
spray,dKWgDmGUwqg7,21,28,train,,False
spray,dKWgDmGUwqg8,29,38,train,,False
spray,dKWgDmGUwqg9,39,44,train,,False
person_on_ground,dKWgDmGUwqg10,39,44,train,,True
spray,dKWgDmGUwqg11,45,48,train,,False
person_on_ground,dKWgDmGUwqg12,45,47,train,,True
spray,dKWgDmGUwqg13,49,53,train,,False
person_on_ground,dKWgDmGUwqg14,49,53,train,,True
spray,dKWgDmGUwqg15,54,59,train,,False
person_on_ground,dKWgDmGUwqg16,54,59,train,,True
spray,dKWgDmGUwqg17,60,65,train,,False
restraining,dKWgDmGUwqg18,67,69,train,,True
person_on_ground,dKWgDmGUwqg19,75,77,train,,True
spray,WVMpxkB7vV01,3,8,train,,False
spray,WVMpxkB7vV03,9,12,train,,False
spray,WVMpxkB7vV04,12,13,train,,False
spray,WVMpxkB7vV05,16,17,train,,False
spray,WVMpxkB7vV06,18,23,train,,False
spray,WVMpxkB7vV07,24,29,train,,False
throwing,WVMpxkB7vV08,30,32,train,,False
throwing,WVMpxkB7vV09,34,36,train,,False
spray,WVMpxkB7vV010,39,40,train,,False
spray,WVMpxkB7vV011,42,47,train,,False
spray,WVMpxkB7vV012,49,52,train,,False
spray,WVMpxkB7vV013,54,57,train,,False
restraining,WVMpxkB7vV014,60,63,train,,True
brawling,WVMpxkB7vV015,75,80,train,,False
brawling,WVMpxkB7vV016,64,68,train,,False
striking,WVMpxkB7vV017,81,86,train,,False
spray,Ms6i3ODDfBM1,6,8,train,,False
advancing,Ms6i3ODDfBM2,6,12,train,,False
spray,Ms6i3ODDfBM3,13,15,train,,False
spray,Ms6i3ODDfBM4,16,21,train,,False
running,Ms6i3ODDfBM5,6,12,train,,True
spray,Ms6i3ODDfBM6,22,24,train,,False
crowd,Ms6i3ODDfBM7,0,30,train,,False
spray,Ms6i3ODDfBM8,29,31,train,,False
spray,Ms6i3ODDfBM9,32,40,train,,False
spray,Ms6i3ODDfBM10,45,47,train,,False
spray,Ms6i3ODDfBM11,48,55,train,,False
spray,Ms6i3ODDfBM12,56,58,train,,False
spray,Ms6i3ODDfBM13,67,73,train,,False
spray,Ms6i3ODDfBM14,74,78,train,,False
spray,Ms6i3ODDfBM15,81,83,train,,False
spray,Ms6i3ODDfBM16,83,85,train,,False
brawling,Ms6i3ODDfBM17,90,93,train,,False
striking,ayHKDgWfgfA1,13,17,train,,False
spray,ayHKDgWfgfA2,23,24,train,,False
throwing,ayHKDgWfgfA3,25,27,train,,False
spray,ayHKDgWfgfA4,27,32,train,,False
spray,2wP_MgYmRoY1,4,13,train,,False
spray,2wP_MgYmRoY2,14,20,train,,False
spray,2wP_MgYmRoY3,21,26,train,,False
spray,2wP_MgYmRoY4,27,44,train,,False
spray,2wP_MgYmRoY5,45,47,train,,False
person_on_ground,2wP_MgYmRoY6,45,47,train,,True
spray,2wP_MgYmRoY7,48,56,train,,False
throwing,2wP_MgYmRoY8,58,60,train,,False
spray,2wP_MgYmRoY9,61,65,train,,False
spray,2wP_MgYmRoY10,68,77,train,,False
spray,2wP_MgYmRoY11,78,85,train,,False
spray,2wP_MgYmRoY12,94,97,train,,False
spray,2wP_MgYmRoY13,98,101,train,,False
spray,2wP_MgYmRoY14,102,124,train,,False
running,2wP_MgYmRoY15,131,137,train,,True
striking,2wP_MgYmRoY16,135,138,train,,False
spray,2wP_MgYmRoY17,136,142,train,,False
advancing,2wP_MgYmRoY18,146,154,train,,False
spray,tbozRJkHIyc1,0,2,train,,False
spray,tbozRJkHIyc2,5,7,train,,False
spray,tbozRJkHIyc3,9,12,train,,False
spray,tbozRJkHIyc4,13,18,train,,False
spray,tbozRJkHIyc5,20,25,train,,False
spray,tbozRJkHIyc6,36,41,train,,False
spray,tbozRJkHIyc7,50,53,train,,False
spray,tpDx__pY-sw1,0,1,train,,False
spray,tpDx__pY-sw2,2,6,train,,False
spray,tpDx__pY-sw3,7,10,train,,False
spray,tpDx__pY-sw4,11,18,train,,False
spray,tpDx__pY-sw5,19,31,train,,False
spray,tpDx__pY-sw6,32,45,train,,False
spray,tpDx__pY-sw7,46,48,train,,False
spray,tpDx__pY-sw8,51,53,train,,False
spray,tpDx__pY-sw9,54,82,train,,False
brawling,pdp1xG9VOEk1,19,22,train,,False
striking,pdp1xG9VOEk2,19,22,train,,False
spray,pdp1xG9VOEk3,23,24,train,,False
spray,pdp1xG9VOEk4,54,59,train,,False
spray,pdp1xG9VOEk5,60,62,train,,False
spray,pdp1xG9VOEk6,63,65,train,,False
brawling,pdp1xG9VOEk7,76,79,train,,False
striking,pdp1xG9VOEk8,76,79,train,,False
restraining,pdp1xG9VOEk9,80,82,train,hard,False
running,pdp1xG9VOEk10,116,119,train,medium,False
throwing,OkfQlvgpR6o1,8,10,train,,False
spray,OkfQlvgpR6o2,28,40,train,,False
spray,OkfQlvgpR6o3,41,60,train,,False
running,OkfQlvgpR6o4,54,58,train,medium,False
advancing,OkfQlvgpR6o5,54,60,train,,False
brawling,OkfQlvgpR6o6,62,72,train,,False
spray,OkfQlvgpR6o7,73,84,train,,False
spray,zbBJDMWgAhE1,0,7,train,,False
spray,zbBJDMWgAhE2,14,15,train,,False
running,zbBJDMWgAhE3,16,20,train,medium,False
advancing,zbBJDMWgAhE4,16,21,train,,False
brawling,zbBJDMWgAhE5,32,34,train,,False
brawling,zbBJDMWgAhE6,42,45,train,,False
person_on_ground,zbBJDMWgAhE7,44,47,train,medium,False
spray,zbBJDMWgAhE8,48,49,train,,False
spray,zbBJDMWgAhE9,50,51,train,,False
crowd,zbBJDMWgAhE10,59,63,train,,False
spray,zbBJDMWgAhE11,63,67,train,,False
person_on_ground,IaUMNlAszuA2,26,28,train,,True
person_on_ground,IaUMNlAszuA3,19,24,train,hard,True
spray,IaUMNlAszuA4,40,41,train,,False
spray,IaUMNlAszuA5,48,51,train,,False
spray,IaUMNlAszuA6,57,61,train,,False
spray,IaUMNlAszuA7,62,64,train,,False
advancing,IaUMNlAszuA8,95,100,train,,False
advancing,IaUMNlAszuA9,102,106,train,,False
advancing,IaUMNlAszuA10,107,114,train,,False
running,IaUMNlAszuA11,107,114,train,easy,False
person_on_ground,IaUMNlAszuA12,124,131,train,hard,False
running,3oym8o7vEqI1,47,51,train,easy,False
striking,3oym8o7vEqI2,51,54,train,,False
running,3oym8o7vEqI3,55,63,train,medium,False
aiming,3oym8o7vEqI4,63,67,train,,False
spray,3oym8o7vEqI5,69,76,train,,False
spray,3oym8o7vEqI6,77,80,train,,False
spray,3oym8o7vEqI7,82,85,train,,False
spray,3oym8o7vEqI8,88,91,train,,False
running,3oym8o7vEqI9,92,94,train,easy,False
throwing,3oym8o7vEqI10,105,107,train,,False
throwing,3oym8o7vEqI11,115,118,train,,False
throwing,3oym8o7vEqI12,126,128,train,,False
spray,3oym8o7vEqI13,130,134,train,,False
spray,3oym8o7vEqI14,144,157,train,,False
spray,3oym8o7vEqI15,163,176,train,,False
advancing,3oym8o7vEqI16,178,188,train,,False
spray,3oym8o7vEqI17,187,193,train,,False
crowd,3oym8o7vEqI18,199,217,train,,False
advancing,3oym8o7vEqI19,218,224,train,,False
spray,3oym8o7vEqI20,225,231,train,,False
spray,3oym8o7vEqI21,232,236,train,,False
advancing,vge4Q68hVWE1,10,12,train,,False
throwing,vge4Q68hVWE2,24,27,train,,False
throwing,vge4Q68hVWE3,28,30,train,,False
throwing,vge4Q68hVWE4,31,34,train,,False
spray,vge4Q68hVWE5,39,42,train,,False
throwing,dYb2hqyk9mM1,6,8,train,,False
throwing,dYb2hqyk9mM2,9,11,train,,False
spray,dYb2hqyk9mM3,16,23,train,,False
aiming,dYb2hqyk9mM4,24,28,train,,False
advancing,dYb2hqyk9mM5,35,39,train,,False
striking,dYb2hqyk9mM6,54,59,train,,False
crowd,dYb2hqyk9mM7,100,104,train,,False
advancing,dYb2hqyk9mM8,118,126,train,,False
crowd,dYb2hqyk9mM9,118,126,train,,False
brawling,34YM0r7s66k1,3,4,train,,False
spray,34YM0r7s66k2,6,12,train,,False
spray,RJI20segKEk1,0,2,train,,False
spray,RJI20segKEk2,5,11,train,,False
spray,RJI20segKEk3,11,13,train,,False
spray,RJI20segKEk4,18,22,train,,False
spray,RJI20segKEk5,40,52,train,,False
spray,3s-bORGOsWM1,6,8,train,,False
spray,3s-bORGOsWM2,13,17,train,,False
spray,3s-bORGOsWM3,30,42,train,,False
running,3s-bORGOsWM4,52,60,train,medium,False
advancing,3s-bORGOsWM5,52,60,train,,False
running,3s-bORGOsWM6,115,120,train,,True
throwing,jgJg5r_4vSY1,3,5,train,,False
throwing,jgJg5r_4vSY2,5,8,train,,False
throwing,jgJg5r_4vSY3,12,15,train,,False
spray,jgJg5r_4vSY4,16,18,train,,False
spray,jgJg5r_4vSY5,19,23,train,,False
spray,jgJg5r_4vSY6,24,25,train,,False
spray,jgJg5r_4vSY7,26,29,train,,False
spray,jgJg5r_4vSY8,29,35,train,,False
spray,4fzIfBGX3L41,1,6,train,,False
spray,4fzIfBGX3L42,8,10,train,,False
spray,4fzIfBGX3L43,13,15,train,,False
advancing,4fzIfBGX3L44,16,20,train,,False
spray,Ghi3X7-q5bA1,4,12,train,,False
spray,Ghi3X7-q5bA2,14,19,train,,False
spray,Ghi3X7-q5bA3,22,28,train,,False
spray,Ghi3X7-q5bA4,37,43,train,,False
spray,ox8RvfgtC8s1,0,21,train,,False
spray,ox8RvfgtC8s2,21,23,train,,False
spray,ox8RvfgtC8s3,30,40,train,,False
restraining,ox8RvfgtC8s4,50,72,train,medium,False
person_on_ground,ox8RvfgtC8s5,62,72,train,hard,False
restraining,Ty9dWlfFUGs1,12,20,train,medium,False
spray,Ty9dWlfFUGs2,21,25,train,,False
restraining,Ty9dWlfFUGs3,35,39,train,easy,False
spray,Ty9dWlfFUGs4,40,43,train,,False
restraining,Ty9dWlfFUGs5,60,65,train,medium,False
restraining,Ty9dWlfFUGs6,66,76,train,medium,False
spray,Ty9dWlfFUGs7,75,77,train,,False
crowd,Ty9dWlfFUGs8,78,80,train,,False
spray,Ty9dWlfFUGs9,81,85,train,,False
spray,Ty9dWlfFUGs10,86,89,train,,False
spray,Ty9dWlfFUGs11,90,94,train,,False
spray,Ty9dWlfFUGs12,95,97,train,,False
crowd,Ty9dWlfFUGs13,110,113,train,,False
spray,14LxATgFF541,0,11,train,,False
spray,14LxATgFF542,12,13,train,,False
spray,14LxATgFF543,33,38,train,,False
spray,14LxATgFF544,41,48,train,,False
spray,cerdx2hA-oE1,0,4,train,,False
spray,cerdx2hA-oE2,5,7,train,,False
advancing,cerdx2hA-oE3,11,15,train,,False
spray,cerdx2hA-oE4,16,19,train,,False
advancing,cerdx2hA-oE5,32,38,train,,False
